pfam_id,pfam_aka
PF16565,Phospholipase D-like domain at C-terminus of MIT
PF08069,Ribosomal S13/S15 N-terminal domain
PF08672,Anaphase promoting complex (APC) subunit 2
PF03668,P-loop ATPase protein family
PF06937,EURL protein
PF12346,Holliday junction recognition protein-associated repeat
PF11987,Translation-initiation factor 2
PF00190,Cupin
PF13522,Glutamine amidotransferase domain
PF03900,Porphobilinogen deaminase, C-terminal domain
PF20491,Ermin
PF12792,CSS motif domain associated with EAL
PF00155,Aminotransferase class I and II
PF04803,Cor1/Xlr/Xmr conserved region
PF10533,Plant zinc cluster domain
PF02577,Bifunctional nuclease domain
PF17205,Integrin plexin domain
PF19442,Cysteine-rich motor neuron 1 protein C-terminal
PF14702,Central domain of human glycogen debranching enzyme
PF00405,Transferrin
PF02083,Urotensin II
PF01959,3-dehydroquinate synthase II
PF15000,Tumour suppressor candidate 2
PF09033,DNA Fragmentation factor 45kDa, C terminal domain
PF00764,Arginosuccinate synthase N-terminal HUP domain
PF11989,Retrograde transport protein Dsl1 C terminal
PF00542,Ribosomal protein L7/L12 C-terminal domain
PF15070,Putative golgin subfamily A member 2-like protein 5
PF00360,Phytochrome region
PF03485,Arginyl tRNA synthetase N terminal domain
PF10470,PKA-RI-RII subunit binding domain of A-kinase anchor protein
PF09375,Imelysin
PF13718,GNAT acetyltransferase 2
PF02709,N-terminal domain of galactosyltransferase
PF18658,Spin-doc zinc-finger
PF18113,Rubredoxin binding C-terminal domain
PF07800,Protein of unknown function (DUF1644)
PF02513,Spin/Ssty Family
PF00227,Proteasome subunit
PF09007,EBP50, C-terminal
PF00617,RasGEF domain
PF06001,CREB-binding protein/p300, atypical RING domain
PF01154,Hydroxymethylglutaryl-coenzyme A synthase N terminal
PF10525,Engrailed homeobox C-terminal signature domain
PF01592,NifU-like N terminal domain
PF16040,E3 ubiquitin-protein ligase APD1-4, N-terminal
PF04932,O-Antigen ligase
PF16528,Exocyst component 84 C-terminal
PF02229,Transcriptional Coactivator p15 (PC4)
PF01740,STAS domain
PF03255,Acetyl co-enzyme A carboxylase carboxyltransferase alpha subunit
PF01454,MAGE homology domain
PF03883,Peroxide stress protein YaaA
PF02686,Glu-tRNAGln amidotransferase C subunit
PF09310,POU domain, class 2, associating factor 1
PF06579,Caenorhabditis elegans ly-6-related protein
PF12606,Tumour necrosis factor receptor superfamily member 19
PF09807,Elongation complex protein 6
PF00379,Insect cuticle protein
PF01042,Endoribonuclease L-PSP
PF04916,Phospholipase B
PF06080,Protein of unknown function (DUF938)
PF18511,F-box
PF16529,WD40 region of Ge1, enhancer of mRNA-decapping protein
PF08466,Inward rectifier potassium channel N-terminal
PF08375,Proteasome regulatory subunit C-terminal
PF12726,SEN1 N terminal
PF06224,DNA glycosylase AlkZ-like
PF09748,Transcription factor subunit Med10 of Mediator complex
PF05254,Uncharacterised protein family (UPF0203)
PF02762,CBL proto-oncogene N-terminus, SH2-like domain
PF01252,Signal peptidase (SPase) II
PF07823,Cyclic phosphodiesterase-like protein
PF09173,Initiation factor eIF2 gamma, C terminal
PF14379,MYB-CC type transfactor, LHEQLE motif
PF06726,Bladder cancer-related protein BC10
PF03265,Deoxyribonuclease II
PF15243,Anaphase-promoting complex subunit 15
PF09793,Anticodon-binding domain
PF05680,ATP synthase E chain
PF11967,Recombination protein O N terminal
PF07728,AAA domain (dynein-related subfamily)
PF07897,Ethylene-responsive binding factor-associated repression
PF17973,Bacterial Alpha-2-macroglobulin MG10 domain
PF13347,MFS/sugar transport protein
PF00432,Prenyltransferase and squalene oxidase repeat
PF14662,Coiled-coil region of CCDC155 or KASH
PF05587,Anthrax receptor extracellular domain
PF03269,Caenorhabditis protein of unknown function, DUF268
PF02841,Guanylate-binding protein, C-terminal domain
PF12899,Alkaline and neutral invertase
PF14443,DBC1
PF10409,C2 domain of PTEN tumour-suppressor protein
PF13393,Histidyl-tRNA synthetase
PF04729,ASF1 like histone chaperone
PF01591,6-phosphofructo-2-kinase
PF09282,Mago binding
PF02222,ATP-grasp domain
PF05225,helix-turn-helix, Psq domain
PF01017,STAT protein, all-alpha domain
PF11951,Fungal specific transcription factor domain
PF17830,STI1/HOP, DP domain
PF10233,Uncharacterized conserved protein CG6151-P
PF10232,Mediator of RNA polymerase II transcription complex subunit 8
PF18293,Caprin-1 dimerization domain
PF10187,FAM192A/Fyv6, N-terminal domain
PF19252,HIND motif
PF15547,Steroid receptor-associated and regulated protein
PF05439,Jumping translocation breakpoint protein (JTB)
PF02145,Rap/ran-GAP
PF16020,Deltamethrin resistance
PF00086,Thyroglobulin type-1 repeat
PF00162,Phosphoglycerate kinase
PF07558,Shugoshin N-terminal coiled-coil region
PF01218,Coproporphyrinogen III oxidase
PF19890,Domain of unknown function (DUF6363)
PF00025,ADP-ribosylation factor family
PF18774,APOBEC4-like -AID/APOBEC-deaminase
PF03740,Pyridoxal phosphate biosynthesis protein PdxJ
PF12390,Selenocysteine synthase N terminal
PF11543,Nuclear pore localisation protein NPL4
PF17800,Nucleoplasmin-like domain
PF06581,Mad1 and Cdc20-bound-Mad2 binding
PF03439,Early transcription elongation factor of RNA pol II, NGN section
PF08303,tRNA ligase kinase domain
PF00498,FHA domain
PF11460,Protein of unknown function (DUF3007)
PF08580,Yeast cortical protein KAR9
PF10263,SprT-like family
PF08587,Ubiquitin associated domain (UBA)
PF12783,Mon2/Sec7/BIG1-like, HUS domain
PF07479,NAD-dependent glycerol-3-phosphate dehydrogenase C-terminus
PF02566,OsmC-like protein
PF16650,Unstructured region on SPEG complex protein
PF08676,MutL C terminal dimerisation domain
PF00530,Scavenger receptor cysteine-rich domain
PF04921,XAP5, circadian clock regulator C-terminal domain
PF15551,Domain of unknown function (DUF4656)
PF06821,Serine hydrolase
PF01817,Chorismate mutase type II
PF02574,Homocysteine S-methyltransferase
PF04204,Homoserine O-succinyltransferase
PF02638,Glycosyl hydrolase-like 10
PF09262,Peroxisome biogenesis factor 1, N-terminal
PF02175,Serpentine type 7TM GPCR chemoreceptor Srb
PF08064,UME (NUC010) domain
PF00993,Class II histocompatibility antigen, alpha domain
PF02458,Transferase family
PF05764,YL1 nuclear protein
PF09047,MEF2 binding
PF05368,NmrA-like family
PF03828,Cid1 family poly A polymerase
PF14974,Protein C10
PF13976,GAG-pre-integrase domain
PF04388,Hamartin protein
PF00305,Lipoxygenase
PF08221,RNA polymerase III subunit RPC82 helix-turn-helix domain
PF07732,Multicopper oxidase
PF10164,Brain protein I3
PF01791,DeoC/LacD family aldolase
PF03501,Plectin/S10 domain
PF02492,CobW/HypB/UreG, nucleotide-binding domain
PF12936,KRI1-like family C-terminal
PF06101,Vacuolar protein sorting-associated protein 62
PF10208,ARMET, C-terminal
PF02911,Formyl transferase, C-terminal domain
PF08216,Catenin-beta-like, Arm-motif containing nuclear
PF17156,Gammaproteobacterial periplasmic sensor domain
PF12554,Mitotic-spindle organizing gamma-tubulin ring associated
PF14603,Helically-extended SH3 domain
PF18497,Ribonuclease III N-terminal domain
PF00443,Ubiquitin carboxyl-terminal hydrolase
PF09184,PPP4R2
PF03200,Glycosyl hydrolase family 63 C-terminal domain
PF00669,Bacterial flagellin N-terminal helical region
PF13458,Periplasmic binding protein
PF06079,Apyrase
PF04664,Opioid growth factor receptor (OGFr) conserved region
PF17766,Fibronectin type-III domain
PF15699,NPR1 interacting
PF05716,A-kinase anchor protein 110 kDa (AKAP 110)
PF15300,INTS6/SAGE1/DDX26B/CT45 C-terminus
PF04138,GtrA-like protein
PF09815,XK-related protein
PF03730,Ku70/Ku80 C-terminal arm
PF00967,Barwin family
PF06047,NF-kappa-B-activating protein C-terminal domain
PF00234,Protease inhibitor/seed storage/LTP family
PF07004,Sperm-tail PG-rich repeat
PF12210,Hepatocyte growth factor-regulated tyrosine kinase substrate
PF00551,Formyl transferase
PF00571,CBS domain
PF00466,Ribosomal protein L10
PF01960,ArgJ family
PF05725,FNIP Repeat
PF09358,Ubiquitin fold domain
PF06249,Ethanolamine utilisation protein EutQ
PF01265,Cytochrome c/c1 heme lyase
PF07645,Calcium-binding EGF domain
PF05793,Transcription initiation factor IIF, alpha subunit (TFIIF-alpha)
PF18411,Annexin-like domain
PF14838,Integrator complex subunit 5 C-terminus
PF07994,Myo-inositol-1-phosphate synthase
PF04184,ST7 protein
PF16050,Paf1 complex subunit CDC73 N-terminal
PF12519,Mitochondrial distribution and morphology protein 10
PF13738,Pyridine nucleotide-disulphide oxidoreductase
PF05154,TM2 domain
PF12430,Abscisic acid G-protein coupled receptor
PF11722,CCCH zinc finger in TRM13 protein
PF04081,DNA polymerase delta, subunit 4
PF02319,E2F/DP family winged-helix DNA-binding domain
PF12546,Blue/Ultraviolet sensing protein C terminal
PF06730,FAM92 protein
PF10534,Connector enhancer of kinase suppressor of ras
PF04768,NAT, N-acetyltransferase, of N-acetylglutamate synthase
PF08264,Anticodon-binding domain of tRNA ligase
PF02978,Signal peptide binding domain
PF15713,Protein tyrosine phosphatase receptor type C-associated
PF02184,HAT (Half-A-TPR) repeat
PF15059,Speriolin C-terminus
PF16486,N-terminal domain of argonaute
PF01390,SEA domain
PF08320,PIG-X / PBN1
PF00779,BTK motif
PF00041,Fibronectin type III domain
PF09811,Essential protein Yae1, N terminal
PF06508,Queuosine biosynthesis protein QueC
PF17391,Urocanase N-terminal domain
PF04511,Der1-like family
PF18190,Polo-like Kinase 4 Polo Box 1
PF02519,Auxin responsive protein
PF09209,HTH-type transcriptional dual regulator CecR, C-terminal domain
PF00272,Cecropin family
PF02822,Antistasin family
PF16534,Ubiquitin-like oligomerisation domain of SATB
PF10522,RII binding domain
PF00899,ThiF family
PF05201,Glutamyl-tRNAGlu reductase, N-terminal domain
PF02915,Rubrerythrin
PF10354,rRNA (uridine-N3-)-methyltransferase BTM5-like
PF14561,Tetratricopeptide repeat
PF05395,Protein phosphatase inhibitor 1/DARPP-32
PF06094,Gamma-glutamyl cyclotransferase, AIG2-like
PF04685,Glycosyl-hydrolase family 116, catalytic region
PF06075,Plant protein of unknown function (DUF936)
PF00108,Thiolase, N-terminal domain
PF14693,Ribosomal protein TL5, C-terminal domain
PF04749,PLAC8 family
PF03195,Lateral organ boundaries (LOB) domain
PF08218,Citrate lyase ligase C-terminal domain
PF16192,C-terminal four TMM region of protein-O-mannosyltransferase
PF02776,Thiamine pyrophosphate enzyme, N-terminal TPP binding domain
PF01288,7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase (HPPK)
PF17788,HypF Kae1-like domain
PF00046,Homeodomain
PF15625,CC2D2A N-terminal C2 domain
PF13401,AAA domain
PF02121,Phosphatidylinositol transfer protein
PF00475,Imidazoleglycerol-phosphate dehydratase
PF03315,Serine dehydratase beta chain
PF12265,Histone-binding protein RBBP4 or subunit C of CAF1 complex
PF00433,Protein kinase C terminal domain
PF15009,Transmembrane protein 173
PF08693,SKG6 family
PF15952,Enhancer of split M4 family
PF01872,RibD C-terminal domain
PF14569,Zinc-binding RING-finger
PF03189,Otopetrin
PF10524,Nuclear factor I protein pre-N-terminus
PF10406,Transcription factor TFIID complex subunit 8 C-term
PF12646,Domain of unknown function (DUF3783)
PF01725,Ham1 family
PF14784,C-terminal domain of the ECSIT protein
PF00468,Ribosomal protein L34
PF12804,MobA-like NTP transferase domain
PF08328,Adenylosuccinate lyase C-terminal
PF20141,Brassinosteroid receptor island domain
PF11785,Aft1 osmotic stress response (OSM) domain
PF10674,Ycf54 protein
PF08357,SEFIR domain
PF16210,Keratin type II cytoskeletal 1 tail
PF03446,NAD binding domain of 6-phosphogluconate dehydrogenase
PF08080,RNPHF zinc finger
PF01922,SRP19 protein
PF01789,PsbP
PF15936,Domain of unknown function (DUF4749)
PF03194,LUC7 N_terminus
PF13334,Domain of unknown function (DUF4094)
PF04570,zinc-finger of the FCS-type, C2-C2
PF16589,BRCT domain, a BRCA1 C-terminus domain
PF09447,Cnl2/NKP2 family protein
PF17777,Insertion domain in 60S ribosomal protein L10P
PF06405,Red chlorophyll catabolite reductase (RCC reductase)
PF11326,Protein of unknown function (DUF3128)
PF01655,Ribosomal protein L32
PF04542,Sigma-70 region 2
PF08913,Vinculin Binding Site
PF09040,Gastric H+/K+-ATPase, N terminal domain
PF01781,Ribosomal L38e protein family
PF13288,DXP reductoisomerase C-terminal domain
PF17219,Yaf2/RYBP C-terminal binding motif
PF00063,Myosin head (motor domain)
PF01171,PP-loop family
PF01176,Translation initiation factor 1A / IF-1
PF12884,Transducer of regulated CREB activity, N terminus
PF00102,Protein-tyrosine phosphatase
PF01315,Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain
PF00189,Ribosomal protein S3, C-terminal domain
PF06090,Inositol-pentakisphosphate 2-kinase
PF12310,Transcription factor protein N terminal
PF18384,Unkempt Zinc finger domain 1 (Znf1)
PF01663,Type I phosphodiesterase / nucleotide pyrophosphatase
PF14850,DNA-binding domain of Proline dehydrogenase
PF14621,RFX5 DNA-binding domain
PF18307,Transcription factor Tfb2 (p52) C-terminal domain
PF01202,Shikimate kinase
PF01586,Myogenic Basic domain
PF17755,UvrA DNA-binding domain
PF00778,DIX domain
PF13921,Myb-like DNA-binding domain
PF05036,SPOR domain
PF19584,MCAfunc domain
PF09440,eIF3 subunit 6 N terminal domain
PF04539,Sigma-70 region 3
PF02416,mttA/Hcf106 family
PF03404,Mo-co oxidoreductase dimerisation domain
PF08512,Histone chaperone Rttp106-like, middle domain
PF15775,Domain of unknown function (DUF4703)
PF00199,Catalase
PF03160,Calx-beta domain
PF05008,Vesicle transport v-SNARE protein N-terminus
PF01833,IPT/TIG domain
PF04290,Tripartite ATP-independent periplasmic transporters, DctQ component
PF01410,Fibrillar collagen C-terminal domain
PF04440,Dysbindin (Dystrobrevin binding protein 1)
PF00193,Extracellular link domain
PF03868,Ribosomal protein L6, N-terminal domain
PF11440,DNA alpha-glucosyltransferase
PF11910,Cyanobacterial and plant NDH-1 subunit O
PF01401,Angiotensin-converting enzyme
PF03709,Orn/Lys/Arg decarboxylase, N-terminal domain
PF19627,Activity-dependent neuroprotector homeobox protein N-terminal
PF18266,Nicastrin small lobe
PF10775,ATP synthase complex subunit h
PF01826,Trypsin Inhibitor like cysteine rich domain
PF16366,Cytoplasmic polyadenylation element-binding protein ZZ domain
PF00485,Phosphoribulokinase / Uridine kinase family
PF09754,PAC2 family
PF15453,Protein incorporated later into Tight Junctions
PF07678,A-macroglobulin TED domain
PF18773,Importin 13 repeat
PF12796,Ankyrin repeats (3 copies)
PF19272,Acid sphingomyelin phosphodiesterase C-terminal region
PF06580,Histidine kinase
PF01613,Flavin reductase like domain
PF11413,Hypoxia-inducible factor-1
PF07286,D-glutamate cyclase
PF09333,ATG2/VPS13, C terminal domain
PF18087,Rubisco Assembly chaperone C-terminal domain
PF04799,fzo-like conserved region
PF12221,Bacterial membrane protein N terminal
PF04425,Bul1 N terminus
PF10369,Small subunit of acetolactate synthase
PF03146,Agrin NtA domain
PF10484,Mitochondrial ribosomal protein S23
PF01927,Mut7-C RNAse domain
PF17716,RAB7A-interacting MON1-CCZ1 complex subunit 1
PF04434,SWIM zinc finger
PF01453,D-mannose binding lectin
PF16842,Occluded RNA-recognition motif
PF02971,Formiminotransferase domain
PF13679,Methyltransferase domain
PF07857,Transmembrane family, TMEM144 of transporters
PF12530,Focadhesin/RST1, DUF3730
PF12320,Type 5 capsule protein repressor C-terminal domain
PF03130,PBS lyase HEAT-like repeat
PF06400,Alpha-2-macroglobulin RAP, N-terminal domain
PF03223,V-ATPase subunit C
PF16598,Linker region of enhancer of mRNA-decapping protein 3
PF02221,ML domain
PF04843,Herpesvirus tegument protein, N-terminal conserved region
PF00690,Cation transporter/ATPase, N-terminus
PF01192,RNA polymerase Rpb6
PF03097,BRO1-like domain
PF07334,Interferon-induced 35 kDa protein (IFP 35) N-terminus
PF04193,PQ loop repeat
PF08645,Polynucleotide kinase 3 phosphatase
PF03635,Vacuolar protein sorting-associated protein 35
PF15203,TMEM95 family
PF15337,Vascular protein family Vasculin-like 1
PF09258,Glycosyl transferase family 64 domain
PF12317,Intraflagellar transport complex B protein 46 C terminal
PF04137,Endoplasmic Reticulum Oxidoreductin 1 (ERO1)
PF02115,RHO protein GDP dissociation inhibitor
PF17674,HHH domain
PF03577,Peptidase family C69
PF09412,Endoribonuclease XendoU
PF00146,NADH dehydrogenase
PF12736,Cell-cycle sustaining, positive selection,
PF19798,Sulfotransferase domain
PF13540,Regulator of chromosome condensation (RCC1) repeat
PF01464,Transglycosylase SLT domain
PF12577,PPAR gamma N-terminal region
PF15847,Major keratinocyte cell envelope protein
PF12678,RING-H2 zinc finger domain
PF06217,GAGA binding protein-like family
PF13000,Acetyl-coenzyme A transporter 1
PF06945,Protein of unknown function (DUF1289)
PF15621,Proline-rich submaxillary gland androgen-regulated family
PF09848,Schlafen group 3, DNA/RNA helicase domain
PF05168,HEPN domain
PF10333,GPI-Mannosyltransferase II co-activator
PF00838,Translationally controlled tumour protein
PF20416,U3 small nucleolar RNA-associated protein 20, C-terminal
PF19445,C-terminal region of eIF3h
PF09347,Domain of unknown function (DUF1989)
PF12402,NocA-like zinc-finger protein 1
PF17736,C17orf99 Ig domain
PF12643,MazG-like family
PF16686,ssDNA-binding domain of telomere protection protein
PF01777,Ribosomal L27e protein family
PF13419,Haloacid dehalogenase-like hydrolase
PF19236,ADAMTS cysteine-rich domain
PF01386,Ribosomal L25p family
PF06271,RDD family
PF07955,Protein of unknown function (DUF1687)
PF20148,Domain of unknown function (DUF6531)
PF13954,PapC N-terminal domain
PF00769,Ezrin/radixin/moesin family C terminal
PF01193,RNA polymerase Rpb3/Rpb11 dimerisation domain
